&a / °	I1 / %
-1,716	9,3
-1,719	6,4
-1,721	9,7
-1,724	6,5
-1,727	9,7
-1,729	6,6
-1,732	9,8
-1,735	6,6
-1,737	9,8
-1,740	6,6
-1,743	9,8
-1,745	6,6
-1,748	9,7
-1,751	6,5
-1,753	9,7
-1,756	6,6
-1,759	9,7
-1,761	6,5
-1,764	9,7
-1,767	6,5
-1,769	9,5
-1,772	6,4
-1,775	9,6
-1,778	6,4
-1,780	9,6
-1,783	6,5
-1,786	9,7
-1,788	6,5
-1,791	9,7
-1,794	6,5
-1,796	9,7
-1,799	6,5
-1,802	9,7
-1,804	6,5
-1,807	9,7
-1,810	6,5
-1,812	9,5
-1,815	6,4
-1,818	9,5
-1,820	6,4
-1,823	9,6
-1,826	6,5
-1,828	9,7
-1,831	6,5
-1,834	9,7
-1,836	6,5
-1,839	9,5
-1,842	6,4
-1,844	9,0
-1,847	6,1
-1,850	8,9
-1,852	6,0
-1,855	9,1
-1,858	6,1
-1,860	9,1
-1,863	6,1
-1,866	8,4
-1,868	5,8
-1,871	8,7
-1,874	5,9
-1,876	9,1
-1,879	6,1
-1,882	8,4
-1,884	5,8
-1,887	8,7
-1,890	5,9
-1,892	8,9
-1,895	6,0
-1,898	9,1
-1,900	6,1
-1,903	9,2
-1,906	6,1
-1,908	9,3
-1,911	6,2
-1,914	9,3
-1,916	6,2
-1,919	9,5
-1,922	6,3
-1,924	9,5
-1,927	6,3
-1,930	9,3
-1,932	6,2
-1,935	9,3
-1,938	6,2
-1,940	9,4
-1,943	6,3
-1,946	9,5
-1,948	6,3
-1,951	9,5
-1,954	6,3
-1,956	9,5
-1,959	6,3
-1,962	9,3
-1,964	6,2
-1,967	9,4
-1,970	6,2
-1,972	9,4
-1,975	6,2
-1,978	9,2
-1,980	6,1
-1,983	9,1
-1,986	6,1
-1,989	9,2
-1,991	6,1
-1,994	9,1
-1,997	6,1
-1,999	9,2
-2,002	6,1
-2,005	9,3
-2,007	6,1
-2,010	9,4
-2,013	6,2
-2,015	9,2
-2,018	6,1
-2,021	9,1
-2,023	6,1
-2,026	9,2
-2,029	6,1
-2,031	9,4
-2,034	6,2
-2,037	9,0
-2,039	6,0
-2,042	9,3
-2,045	6,2
-2,047	9,0
-2,050	6,0
-2,053	8,9
-2,055	6,0
-2,058	8,8
-2,061	5,9
-2,063	9,0
-2,066	6,0
-2,069	9,2
-2,071	6,1
-2,074	8,7
-2,077	5,9
-2,079	8,4
-2,082	5,7
-2,085	8,5
-2,087	5,8
-2,090	8,5
-2,093	5,8
-2,095	8,4
-2,098	5,7
-2,101	8,5
-2,103	5,7
-2,106	8,5
-2,109	5,7
-2,111	9,0
-2,114	6,0
-2,117	9,2
-2,119	6,1
-2,122	9,2
-2,125	6,1
-2,127	8,8
-2,130	5,9
-2,133	9,1
-2,135	6,0
-2,138	9,3
-2,141	6,1
-2,143	9,3
-2,146	6,2
-2,149	9,2
-2,151	6,1
-2,154	9,3
-2,157	6,1
-2,159	9,3
-2,162	6,1
-2,165	9,3
-2,167	6,1
-2,170	9,3
-2,173	6,1
-2,175	9,3
-2,178	6,1
-2,181	9,3
-2,183	6,1
-2,186	9,3
-2,189	6,1
-2,191	9,3
-2,194	6,1
-2,197	9,3
-2,199	6,1
-2,202	9,3
-2,205	6,1
-2,207	9,1
-2,210	6,0
-2,213	9,2
-2,215	6,1
-2,218	9,3
-2,221	6,1
-2,223	9,0
-2,226	5,9
-2,229	8,6
-2,231	5,7
-2,234	8,5
-2,237	5,7
-2,240	8,9
-2,242	5,9
-2,245	8,8
-2,248	5,9
-2,250	9,0
-2,253	5,9
-2,256	9,0
-2,258	5,9
-2,261	8,6
-2,264	5,7
-2,266	8,3
-2,269	5,5
-2,272	8,7
-2,274	5,7
-2,277	8,9
-2,280	5,8
-2,282	8,4
-2,285	5,5
-2,288	8,8
-2,290	5,8
-2,293	8,9
-2,296	5,8
-2,298	9,1
-2,301	5,9
-2,304	9,1
-2,306	5,9
-2,309	9,1
-2,312	5,9
-2,314	9,1
-2,317	5,9
-2,320	8,9
-2,322	5,8
-2,325	8,9
-2,328	5,8
-2,330	9,0
-2,333	5,8
-2,336	9,1
-2,338	5,9
-2,341	8,9
-2,344	5,8
-2,346	8,8
-2,349	5,7
-2,352	8,6
-2,354	5,6
-2,357	8,8
-2,360	5,7
-2,362	9,0
-2,365	5,8
-2,368	9,0
-2,370	5,8
-2,373	9,0
-2,376	5,8
-2,378	9,0
-2,381	5,9
-2,384	9,1
-2,386	5,9
-2,389	9,1
-2,392	5,9
-2,394	9,1
-2,397	5,9
-2,400	9,1
-2,402	5,9
-2,405	9,1
-2,408	5,9
-2,410	9,1
-2,413	5,9
-2,416	8,2
-2,418	5,4
-2,421	8,4
-2,424	5,5
-2,426	8,8
-2,429	5,7
-2,432	8,0
-2,434	5,3
-2,437	8,5
-2,440	5,6
-2,442	8,9
-2,445	5,7
-2,448	9,0
-2,450	5,8
-2,453	9,0
-2,456	5,8
-2,458	9,0
-2,461	5,8
-2,464	8,9
-2,466	5,8
-2,469	8,9
-2,472	5,7
-2,474	8,5
-2,477	5,5
-2,480	8,8
-2,482	5,7
-2,485	8,9
-2,488	5,8
-2,490	8,9
-2,493	5,7
-2,496	8,8
-2,498	5,7
-2,501	9,0
-2,504	5,8
-2,506	9,0
-2,509	5,8
-2,512	8,8
-2,514	5,7
-2,517	8,8
-2,520	5,7
-2,522	9,0
-2,525	5,8
-2,528	8,6
-2,530	5,6
-2,533	8,8
-2,536	5,7
-2,538	8,7
-2,541	5,7
-2,544	8,8
-2,546	5,7
-2,549	8,8
-2,552	5,7
-2,554	9,0
-2,557	5,8
-2,560	9,0
-2,562	5,8
-2,565	8,9
-2,568	5,7
-2,570	8,7
-2,573	5,6
-2,576	8,6
-2,578	5,6
-2,581	8,7
-2,584	5,6
-2,586	8,7
-2,589	5,6
-2,592	8,7
-2,594	5,7
-2,597	8,6
-2,600	5,6
-2,602	8,7
-2,605	5,6
-2,608	8,7
-2,610	5,6
-2,613	8,7
-2,616	5,6
-2,619	8,4
-2,621	5,4
-2,624	8,0
-2,627	5,2
-2,629	8,2
-2,632	5,3
-2,635	8,3
-2,637	5,4
-2,640	8,5
-2,643	5,5
-2,645	8,0
-2,648	5,2
-2,651	7,7
-2,653	5,0
-2,656	8,1
-2,659	5,2
-2,661	8,3
-2,664	5,3
-2,667	8,2
-2,669	5,3
-2,672	8,1
-2,675	5,2
-2,677	8,3
-2,680	5,3
-2,683	8,5
-2,685	5,4
-2,688	8,7
-2,691	5,5
-2,693	8,6
-2,696	5,5
-2,699	8,7
-2,701	5,5
-2,704	8,7
-2,707	5,5
-2,709	8,6
-2,712	5,4
-2,715	8,4
-2,717	5,4
-2,720	8,1
-2,723	5,2
-2,725	8,2
-2,728	5,3
-2,731	8,1
-2,733	5,2
